x,y,class
-1.3350883672160496,-1.3490923728880109,1.0
-3.746805071378794,-1.6027811537315544,1.0
0.6471856468457236,-2.5248026280982874,1.0
-0.10849838882704854,-1.9170350753466523,1.0
-2.0068866044566103,-1.5643838146693028,1.0
-0.3404822122845923,-2.519771442125921,1.0
-0.5113042791958164,-0.40906184630721576,1.0
-0.27081710164687633,-1.1915288081030977,1.0
-2.662028751187747,-0.8277765125324491,1.0
-1.7723002627464912,-0.8745246996884648,1.0
-0.03407885058235194,-2.0481860924151185,1.0
-0.28893790177491474,-0.11361716609084582,1.0
0.6443854591424918,-1.8583447564784477,1.0
-2.4497312345647555,-3.350678777940045,1.0
-0.4603930011788646,-1.1119972137076968,1.0
-2.0635239673590275,-2.9491094770701,1.0
-1.0954397154463038,-3.39467473164671,1.0
-1.5895768325702526,-3.516450935168662,1.0
-2.189082169995745,-1.5345245649733665,1.0
-1.0176913688092062,-1.1679612601081644,1.0
-3.5993140411281366,-0.0994266028710491,1.0
-1.1366094818929475,0.25284029326009616,1.0
-2.058430524900511,-0.24730184679490574,1.0
0.07876783992243963,0.30068331489175315,1.0
-2.444344743864395,-1.5309815753175227,1.0
-1.8473364380028778,-0.6277559534140419,1.0
-2.8618937987898865,-0.8600695215997909,1.0
-0.1681611909794809,-0.9884487586481896,1.0
-1.5082427432821441,-1.6888475923402468,1.0
-2.4106822698279857,-0.8789895030201276,1.0
-1.9442801731533499,-1.5637712430207098,1.0
-1.5769476926782875,-0.723372152122626,1.0
-0.41299997069104877,-2.7257235796227706,1.0
-1.8756343946797787,-1.6207433339519801,1.0
-1.8049296529202774,-1.1376980584166458,1.0
-2.1899868031106875,0.021283980096589605,1.0
-1.4144168939412736,-0.9776772328405315,1.0
-1.5987472383165795,-2.245515747808521,1.0
-1.0466555961411157,-0.1652445587632625,1.0
-1.9378437976468377,-1.2017628508399096,1.0
-0.9677139358361297,-0.6485409412187405,1.0
-1.9512803499130942,-2.9203110957399163,1.0
-0.32633698470259986,-2.8129310576570647,1.0
-1.3984951426533085,-1.576778280992489,1.0
-1.3638769985415293,-0.7058925490833825,1.0
-1.2002153539785456,-2.6213023501337993,1.0
-1.481308427638106,-1.4976999772770958,1.0
-1.9365008753832913,-3.324049171219003,1.0
-0.5701829835065689,-0.1785623962725087,1.0
-1.0916128644814986,-1.1503371825282265,1.0
-2.0268906959360686,-0.59901110516554,1.0
-1.6139778146907746,-0.9041346242678582,1.0
-1.2624226714826432,0.04261608068718159,1.0
-1.6317732219808696,-2.157653657066907,1.0
-0.8774490352925128,1.2323085036688672,1.0
-2.1249976660494214,-1.8900436163147805,1.0
-1.381170759224852,-0.7480696854472654,1.0
-1.772959743351454,-1.0230545316763855,1.0
-0.03294785035059977,-0.3474247582536696,1.0
-1.721610964237422,-1.1458939236558765,1.0
-1.9418615582679382,-0.30699494358902135,1.0
-0.7552474697975827,-0.9470884492419133,1.0
-2.3823020090881695,-2.143459488160001,1.0
-2.9325422625859154,0.7659176379785078,1.0
-1.7686877347682628,-0.8424986759074025,1.0
-4.416172378177476,-2.4863182842092204,1.0
-2.861726274658067,-0.6370673950720732,1.0
-2.8787467343734097,-1.2508031637400534,1.0
-0.8426960309701099,-2.4103184722331323,1.0
-0.75825696312884,-1.2030483591887855,1.0
-1.2464013373881748,-1.113232595089547,1.0
-2.4508514447214966,-0.7278613497043395,1.0
-2.5716647852338217,-1.0509827583944382,1.0
0.15372643872238223,-1.0220467453421787,1.0
-2.637773223214152,-1.064495867944179,1.0
-3.233578897444985,-2.2482872308765085,1.0
-1.2081125085938758,-2.500232593373826,1.0
-1.3414334625208606,-1.0319061718018852,1.0
-1.4043331021229981,-0.771251602441893,1.0
-1.128047788774888,-0.3682834467832279,1.0
0.6264219174152474,-0.5359203986971709,1.0
-1.940429731136835,-2.4171984016769645,1.0
-1.64876219074753,-1.4963687355763593,1.0
-1.6597697356903232,-1.7686780431200781,1.0
-1.0427844045151258,-2.102657671097724,1.0
-1.9169582406585692,-0.5626536047346374,1.0
-1.0965956587682053,-1.1493752933883923,1.0
-0.9296415036060437,-0.6253453415600955,1.0
0.3737848829269941,-0.44988028351161224,1.0
-0.6589805685465162,-0.6359907266586495,1.0
-1.7075715720303555,-2.860114584772515,1.0
0.6074506472491485,-3.7471654138913424,1.0
-2.706773746473877,-0.12434789064483343,1.0
-2.511194316950533,-1.6030259610627005,1.0
-1.3660211368508581,-3.2275157107098296,1.0
-2.4007804122846634,-0.5523786100700894,1.0
-1.2942397397615155,-1.6547154023694022,1.0
-1.9807269264911762,-0.44423938433592536,1.0
-1.934442068862402,-0.4368987077434676,1.0
-1.3097832769730133,-3.906135849530149,1.0
-0.18432545824320612,-1.60251704034599,1.0
-0.06863245795515316,-0.5023815164392128,1.0
-2.323604472642248,-2.1247850926697134,1.0
-0.8959927308900597,-1.386546422596774,1.0
-0.9766339495801487,-1.6471136175149266,1.0
-0.7608749636819344,-2.4015987266817755,1.0
0.38199704444741256,-2.4398112957240388,1.0
-2.0318230339100856,-1.3656542943967205,1.0
-1.2304450105276865,-0.8550993567828987,1.0
-0.7058142999561483,-1.3132097619496899,1.0
0.3115321596632876,-1.3646495723609127,1.0
-1.1374341598961974,-2.078626637006064,1.0
-1.7096559927888721,-2.252618954850397,1.0
-0.08468306800615344,-2.583929849324633,1.0
-0.6032340988649914,0.040891011431933855,1.0
-1.6686519127943116,-1.4949875274335647,1.0
-0.42656886114704085,-2.1699577586194927,1.0
-1.7666768945342597,-0.43562427583832,1.0
0.5547695611625079,0.36370722789415444,1.0
-1.7627652260666598,-0.562337083465571,1.0
-0.9715852475612606,-0.6489175137805108,1.0
-1.260781523467188,-3.0863323550693647,1.0
-1.4324591724090927,-2.074605165330076,1.0
-0.5999561874646288,-1.4684809015016753,1.0
-1.3673542631565923,0.2887964453836025,1.0
-2.2833333738519954,-1.9635986024975272,1.0
-1.580369811294834,-0.9324981317060425,1.0
-0.4307755404328961,-2.6345969791057424,1.0
-1.3452578265093231,0.710797712880217,1.0
-2.1212936212577063,-1.8946534358846048,1.0
-0.15984490410958196,-1.06782017497482,1.0
-0.15967001045910334,-0.31296921251319554,1.0
-1.2316820437695672,0.3715150357647048,1.0
-1.498291960518502,-3.5881911824739126,1.0
-2.2922911614530337,-2.1509737907481923,1.0
-1.1552034818024168,0.2922098201812222,1.0
0.1261425518287138,-4.638034942210901,1.0
0.2991119801895039,0.3254422041750984,1.0
-1.9383224470160825,-1.9639778444682512,1.0
-0.2747831775563898,-0.7811556831388581,1.0
-1.6277799191043958,-2.819058109020933,1.0
0.3783235597047647,0.33922088082650026,1.0
-1.3354577830834216,-1.541343843517579,1.0
-1.3450689078931595,-2.2391535430679745,1.0
-2.5420944231744818,-2.3649913366301587,1.0
-0.5657659467400858,-0.8250670202096424,1.0
-0.46067446445368976,-0.3874373655440728,1.0
-0.5411743474834402,-2.191037313905519,1.0
-1.9308783389291972,-1.401294019986178,1.0
-1.6866106686316078,-1.0509852903206107,1.0
4.048950042631668,-0.1250513477953339,2.0
1.8337808908161084,0.1888690943619633,2.0
1.9372172669789776,-1.471193671874226,2.0
1.6151550994227342,-2.140989247735741,2.0
1.56801949307626,-2.514935681155108,2.0
0.2458421838118543,-3.5118685634350166,2.0
3.2878303064588303,-1.3437117799816165,2.0
0.39583154705800716,-1.5412542505084432,2.0
1.8373574857258212,-1.4879714942578837,2.0
1.9499052880895837,-1.282792733905522,2.0
2.9791038932581504,0.09099429700019535,2.0
1.7454310244914106,-2.176260235859554,2.0
0.7700506283166927,-2.4145332580937624,2.0
-0.11000428795022543,-0.8487607367174911,2.0
2.7050999304088226,-3.598032187007238,2.0
-0.3281262757963044,-2.262312888464015,2.0
1.8697257533655482,-2.332610977442444,2.0
1.181275562603558,-1.685266048531483,2.0
1.5262940058222596,-2.55486227258315,2.0
1.1125304025337865,-2.5083881499327676,2.0
0.8817182596675284,-1.5345584366282974,2.0
2.5230398601145323,-1.419689858954009,2.0
1.7374295638384716,-2.578409348790185,2.0
1.9136988857109318,-1.1980683402742718,2.0
1.8689390044960412,-1.781693392479993,2.0
0.7531792474127135,-1.245357638225324,2.0
1.7513138129811932,0.1341998723585216,2.0
0.3550522856265481,-2.4060009323631677,2.0
2.542580741274758,-1.6990839787091991,2.0
2.941789578904111,-1.4919161756951362,2.0
1.926680205484697,-3.780377141994956,2.0
0.5100699601815144,-0.804787831546203,2.0
-0.015006360715823064,-3.6021531925050563,2.0
2.9775633559198016,-1.4023180062609073,2.0
2.3123698684235183,-1.6554371712380644,2.0
1.4087514036236262,-0.9826667739536776,2.0
4.638940016264183,-1.0786445183160507,2.0
1.6932760619077252,-3.092249356585339,2.0
1.3913000946145373,-1.2832317637938948,2.0
0.7260158926431748,-2.554784591317129,2.0
0.3811255563336784,-1.2067154767555137,2.0
0.12590142089607848,-2.337760220064715,2.0
2.7911109538835257,-2.9314636598776764,2.0
1.642853710924762,-2.9519732131855396,2.0
2.4542273145775946,-2.9330206925072644,2.0
0.09155299575136566,-2.604039063809756,2.0
0.8361625216983284,-2.607019701182494,2.0
0.5142111295501869,-1.3137772914219663,2.0
0.5203362437082361,-0.7266163695015272,2.0
2.6568823599467564,-0.3784566034307988,2.0
3.0745434280578365,-0.5342686164277493,2.0
2.146001479073155,-1.2197973174062804,2.0
3.6334072863724205,0.5523545259494496,2.0
2.8233812181651676,-1.3801603647410674,2.0
1.3799126736141165,-0.35204178346983794,2.0
1.4166709586707151,-2.7605812985482423,2.0
0.13493672847678306,-0.9611575503312978,2.0
1.4664672070415985,-1.6607190257537368,2.0
2.6268216291468276,-0.860942595422335,2.0
1.536958923297743,-0.5945254667559767,2.0
-0.497103579563714,-0.5995465176504355,2.0
0.8864102632634229,-0.29852139105172015,2.0
3.218924920772678,-2.4616697499893396,2.0
2.647944891667448,-0.5472623727648186,2.0
0.9717427265229588,-3.270829921566474,2.0
2.505904806648107,-2.574509216375537,2.0
0.11538655304811685,-2.188220290765445,2.0
0.8302750902642166,-2.52809934965816,2.0
0.902935814877481,1.2190401293147062,2.0
0.5579615155929584,0.22093768797228375,2.0
0.7141888238150079,-1.5822584711038892,2.0
3.054977318702613,-2.171775379453694,2.0
0.32772723399148407,-1.4490034320976284,2.0
0.7209284824399254,-1.139540241194759,2.0
0.6253940690822538,-0.3006107373217215,2.0
-3.2554822504193837e-05,-1.0641974160209124,2.0
3.1515521691840633,-2.3231668867732185,2.0
3.4114529312342485,-0.8360151781924952,2.0
0.7494868099391928,-2.0580849084708834,2.0
1.3116775273501498,-1.2677694678445548,2.0
1.366445684240806,-2.0511323236824444,2.0
1.9596696473495065,-3.8150256005882115,2.0
0.39800505869286207,-2.2248126890571345,2.0
2.6050642478391186,-0.38037161942526554,2.0
1.464942296718066,-0.40421333756314315,2.0
0.01570043934475729,-1.5431072435443052,2.0
1.2761144201715866,-0.9114847078704358,2.0
4.019467172583093,-1.3184261203200907,2.0
2.411223805165199,-1.8798448185124146,2.0
1.7066568502111537,-0.8978637942455951,2.0
2.7369774848049535,-2.3109485690566456,2.0
1.9166327597264703,-2.9071669161520672,2.0
1.837701751570643,1.7928587290008804,2.0
1.4353388262128217,-1.417813297978231,2.0
0.5616997092215976,0.032188810730745754,2.0
0.7216800121475963,-2.7379054208606175,2.0
0.16955577542854372,-0.9613205317023997,2.0
0.14964620232423753,-2.264367212878482,2.0
0.6326346883802126,-1.2709195888826026,2.0
-0.5461138645646377,-0.024108270137980004,2.0
3.983394894619964,-3.771752334398672,2.0
3.401217165574038,-3.0507259053813787,2.0
3.7683757686054165,-1.5827196607245224,2.0
0.9110202285508479,-2.2315446502954748,2.0
0.12704173338214853,-1.5090240920173512,2.0
0.8072253986566356,0.4245498219107866,2.0
1.6512969107944637,0.8452672476410572,2.0
2.507345647162766,-0.4914637021733552,2.0
1.3244544387845194,-1.047893624744768,2.0
1.4263810771900278,-0.23812899507711438,2.0
1.033415019009308,-2.577058258912461,2.0
2.183599169482199,-1.579666584182635,2.0
1.1435480906559632,-2.048839212516173,2.0
2.2558029152612997,-1.2432392856947327,2.0
0.5107329243232255,-1.6613719282632764,2.0
1.5670510920810976,-1.7129765455296013,2.0
1.0916950111898913,0.03494766303629304,2.0
-0.10299066791299749,-1.2364626333563333,2.0
1.9829874963325185,-1.6275407947753617,2.0
0.46956378859548686,-0.8718118580070239,2.0
3.104329488420639,-2.65924774973353,2.0
0.7393584862562288,-2.22078690137138,2.0
0.47701422785797853,-3.4029215004714866,2.0
1.0427728871417465,-1.764661674707635,2.0
1.02602097978419,-1.234446698828959,2.0
0.7220686645485946,-0.4517377785951948,2.0
0.21383478444951742,-1.45563903470888,2.0
2.893931128757601,-3.2637313604347966,2.0
1.1157082212445841,-1.7241291251137052,2.0
0.8499425117052883,-1.3619048099660063,2.0
2.536553746991687,-1.3631366186552833,2.0
0.7016373310079028,-1.6612517909107067,2.0
1.654351640138517,-1.8107262884331363,2.0
0.7639521553684738,-1.9429979275171627,2.0
1.9281878759041815,-3.0107878574097735,2.0
1.4697776234927684,-0.803732573060877,2.0
3.6803877622855263,-1.359133156899925,2.0
1.6922227645349088,-2.541807639070079,2.0
0.17819658073215794,-1.22139736416187,2.0
2.4514036835289588,-3.001335349702659,2.0
2.682679837457358,0.3699468065312914,2.0
1.238591220301833,-3.2919146925376714,2.0
2.406271755544116,-3.595202135881805,2.0
1.3589090859838118,-1.4632585626797319,2.0
1.2771983135640765,-1.8939963251708152,2.0
1.6170518826722764,-1.6108592844701084,2.0
0.2124524621269297,0.5198199872003637,2.0
2.4023944133544215,-1.8559787555862541,2.0
0.029834884034177556,0.4723494313806138,2.0
0.5515829840488242,-0.9565927199159966,2.0
0.5106251799003276,-2.3701635396075607,2.0
3.411918141707457,0.9275216230090302,2.0
0.7864970991051112,-1.5064504238854224,2.0
1.3493988301528201,-0.13888352874917054,2.0
0.5602466663103668,-3.0640769510643673,2.0
1.9074768710939485,-2.055345318661369,2.0
1.0820281847895998,-1.17626490160469,2.0
0.47445482376825554,-1.327394500700131,2.0
0.6209907783044392,0.008195904317125358,2.0
2.128625005643986,-2.9456386822198093,2.0
1.0093032635370425,-1.1172636740177033,2.0
0.37614173256948025,-1.6760824690545089,2.0
1.6419239453744296,0.06532844068583521,2.0
-0.4001800675575211,-2.275074284569239,2.0
1.3884527192115694,-0.9452418606623367,2.0
0.7693700875292854,-1.8303114930064954,2.0
2.501001997566478,-0.4452277707219654,2.0
3.785204072751979,-2.701425510279324,2.0
0.5348793595785345,0.6906629682397898,2.0
0.9388169401301806,-0.526268830151492,2.0
1.8690441217740732,-1.2738819076930055,2.0
1.305295621116257,-3.025372179531629,2.0
1.7173203854888883,-1.948013640853024,2.0
2.8385915808620297,-1.731706320396665,2.0
0.07436013680736764,-1.2384632124139754,2.0
1.8126820726277095,-1.3403971721554044,2.0
0.6103602783595918,-2.184173886199216,2.0
0.9714933038605407,-1.358094082410243,2.0
1.6770058026422734,-0.24821193754847481,2.0
0.3281252536167587,-2.0831406375718746,2.0
3.4061417766430706,-0.4979396636283169,2.0
-0.11915884089925655,-0.7873859827258715,2.0
2.062210532734317,-3.2394804192558286,2.0
3.349470030461788,-2.2855260404497244,2.0
0.9742362970656037,-0.6313493961479152,2.0
0.11704216169336767,-2.69927500695584,2.0
1.1732190872855242,0.32299927642243476,2.0
1.280037345858933,-0.8292188785036768,2.0
1.0074216519877244,-1.9481151724605144,2.0
2.8929415328460464,-2.005867721686908,2.0
3.7497576125935974,-2.3308583566410244,2.0
0.9081782366828516,-0.3022370888573016,2.0
-0.10338516075711146,-2.4461506109474818,2.0
2.6688876512494364,-2.1324400883474963,2.0
2.3518728488403644,-1.8371020096713118,2.0
1.5621567632938513,-0.18225493359425138,2.0
4.249623106731576,-2.3560247939309598,2.0
0.9843077456227513,-1.2097405140672315,2.0
0.5331753324443556,-2.1380810286002143,2.0
2.3275165689700623,-0.7029803653686085,2.0
2.083362538451678,-1.2902367990663053,2.0
1.5709380810971567,-0.5674835641953837,2.0
1.3681072758705524,-0.8456720885573449,2.0
0.4408220465132713,-0.5681726546680732,2.0
3.5449514014723027,0.6815247185037725,2.0
0.20016186171607786,-2.9497015644791955,2.0
0.8044000429528477,-1.5464365109523512,2.0
3.6398413579874935,-0.7328530060865457,2.0
1.3606619434441132,0.6763576238292592,2.0
0.8410648583344017,-0.13795328282496588,2.0
1.4364464246160504,-0.9264902586949061,2.0
1.5813055695425624,-3.131028689709817,2.0
3.5838815576278265,-0.8565395538292635,2.0
0.30213190180660643,-1.4663649910930077,2.0
1.9675459453234978,-1.8424398603551944,2.0
0.6973799512408393,-1.2641565912656565,2.0
1.502683841213025,-1.514912552787331,2.0
2.6209559795978734,-1.0741431154826957,2.0
0.24901590015414743,-0.033306259603455235,2.0
1.8228130291160727,-0.866432741905198,2.0
2.064011615195695,0.09865101952088784,2.0
1.9543214995037057,-2.1307471580615474,2.0
1.2567262157190762,-1.6849989232961973,2.0
-0.07503218881206952,-3.5189020131113247,2.0
-0.31373784097625834,-1.864312332069493,2.0
3.113920077238043,-1.671889526684562,2.0
1.080679094569123,-1.4540899272931846,2.0
1.29138603588639,-3.830768879203163,2.0
1.8224844144920551,-2.308811956655383,2.0
1.5444401251816362,-2.1145519581177443,2.0
1.2380564871314836,-2.063616228438227,2.0
1.0033364035512913,-0.6185909430732554,2.0
2.3494811839639684,-1.0235313949808007,2.0
1.8103762672347763,-0.937842697168689,2.0
0.2720414959219124,-0.6903564005188985,2.0
-0.19411045131342375,-0.5738535745087934,2.0
1.4387203523882488,-1.1937025410600988,2.0
1.801492210525494,-1.2153087867761951,2.0
1.83507561349633,-2.991057234554207,2.0
2.9553027145740307,-1.3971287143624667,2.0
3.4587448609580047,-1.6536359323222387,2.0
1.9915948161013626,-2.3781942495714374,2.0
0.4586147388834503,-1.0280910219354749,2.0
0.7336847016688818,0.05457530124293908,2.0
1.293969688945816,-1.7390480883058257,2.0
2.018070170653389,-1.834772713018122,2.0
2.3883224162344403,-2.715223512130451,2.0
1.7518011946693268,-1.6104520866635803,2.0
1.7090604200229427,-2.2355468786777424,2.0
2.6736673033137417,-0.3407002672612276,2.0
2.8410005736797683,-1.4330534477853618,2.0
2.3594700218205986,-2.12708374650857,2.0
0.4788049555217493,-0.9260929021686787,2.0
0.5281792474580819,-2.6923923299300654,2.0
1.1111510201625587,-1.5564864959070035,2.0
2.8988133483644356,-1.5514418583417626,2.0
0.4497211343875269,-2.201589485575603,2.0
1.1844452483333103,-1.4851075949539596,2.0
2.5868509375747704,-1.2351341867464063,2.0
3.009745216878762,-0.06000265433683327,2.0
0.829384239543149,-0.527212288465488,2.0
1.493161485942779,-2.186488963228171,2.0
0.9604702825433272,-2.086240278206236,2.0
1.5220591807702237,-2.9086498866652093,2.0
1.6516737332014957,-2.178530056642729,2.0
0.5152941162945398,-1.5083033273861761,2.0
0.46513056908824235,-0.38829670120615334,2.0
2.3792039771465543,-2.4544871068365692,2.0
1.953592778877749,-1.221504068961894,2.0
0.6614453937530473,-1.7835324112100999,2.0
1.2590729774399838,-0.8677906605265758,2.0
3.462552150676232,-1.4424254811738033,2.0
-0.5770924514248446,-0.10859357033151928,2.0
-0.38455652035277876,-0.9947198364890047,2.0
4.074444550743555,-0.38720167466014144,2.0
2.085712488719593,-0.08076164063189895,2.0
3.0784259249684363,-3.102037831287877,2.0
0.4963252042157906,-1.9124839526428055,2.0
1.2428990601258474,-2.146557253274742,2.0
0.8609770729880668,-1.046947532916994,2.0
-0.6474722372796258,-0.8544160960752902,2.0
0.9694311177524869,-1.2009345513146565,2.0
0.22727998771191338,-2.096547895899896,2.0
2.887542087635767,-0.6749986473802938,2.0
1.8120611365840604,-2.249930979039978,2.0
1.5591254631986404,-1.1929544379065091,2.0
3.0324632453679543,-2.108854328974266,2.0
2.2038813891390205,-3.0013653560920948,2.0
1.0574843062478423,-2.826378364245951,2.0
2.1879999271425357,-2.613844909764734,2.0
2.616500508989457,-1.658057533438103,2.0
3.2666959792723134,-1.3552540607674437,2.0
0.8124752626454137,-0.8621283786690883,2.0
2.5102766240464036,-0.7846451363277297,2.0
2.5549748073358214,-1.5355856837630213,2.0
0.8651298871995086,-2.2670172807103097,2.0
1.056799186827371,-1.2418178538823936,2.0
2.0704327323899,-0.1495663455150611,2.0
1.0859805451356477,-1.2764188247138346,2.0
2.6908628073786636,-1.5634232572830307,2.0
-1.1888088395653498,2.060880601432845,3.0
-1.0047506367762449,1.8873594395759803,3.0
-0.4565028924789092,2.197473451151727,3.0
-0.12979546323350574,2.916416235632058,3.0
0.7787829339632387,1.3222957475855126,3.0
-0.567337297723027,1.1741791152085608,3.0
0.2931887394367614,1.8455321510645262,3.0
-0.13992836297252695,1.2486392157913713,3.0
-0.9098676016854494,1.6272085173093966,3.0
